,rank,rate,id,pokemon,form,type1,type2,category,terastal,item,ability,move_0,move_1,move_2,move_3
987,543,2000.365,0727-00,ガオガエン,,ほのお,あく,一般,あく,こだわりハチマキ,,,,,
988,543,2000.365,0730-00,アシレーヌ,,みず,フェアリー,一般,どく,オボンのみ,,,,,
989,543,2000.365,0591-00,モロバレル,,くさ,どく,一般,みず,だっしゅつパック,,,,,
990,544,2000.274,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,マルチスケイル,げきりん,しんそく,テラバースト,けたぐり
991,544,2000.274,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,たべのこし,げきりゅう,うたかたのアリア,ムーンフォース,みがわり,めいそう
992,544,2000.274,0594-00,ママンボウ,,みず,,一般,くさ,とつげきチョッキ,さいせいりょく,アクアジェット,クイックターン,ねっとう,ミラーコート
993,544,2000.274,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,こだわりメガネ,がんじょう,りゅうせいぐん,ラスターカノン,あくのはどう,ステルスロック
994,544,2000.274,0983-00,ドドゲザン,,あく,はがね,一般,あく,くろいメガネ,そうだいしょう,ドゲザン,ふいうち,アイアンヘッド,かわらわり
995,544,2000.274,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま,ふゆう,どくどく,みがわり,まもる,ちょうはつ
996,545,2000.095,0450-00,カバルドン,,じめん,,一般,はがね,オボンのみ,すなおこし,じしん,あくび,ステルスロック,ふきとばし
997,545,2000.095,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,あつぞこブーツ,マルチスケイル,テラバースト,りゅうのまい,アンコール,はねやすめ
998,545,2000.095,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,たべのこし,おうごんのからだ,ゴールドラッシュ,シャドーボール,みがわり,わるだくみ
999,545,2000.095,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,ひかりのねんど,ゆきふらし,ふぶき,ムーンフォース,オーロラベール,アンコール
1000,545,2000.095,0257-00,バシャーモ,,ほのお,かくとう,一般,ステラ,いのちのたま,かそく,フレアドライブ,インファイト,つるぎのまい,まもる
1001,545,2000.095,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,はたきおとす,けたぐり,じゃれつく,とんぼがえり
1002,557,1995.407,0445-00,ガブリアス,,ドラゴン,じめん,一般,ほのお,こだわりハチマキ,さめはだ,げきりん,じしん,テラバースト,かわらわり
1003,557,1995.407,0730-00,アシレーヌ,,みず,フェアリー,一般,はがね,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,サイコノイズ,アクアジェット
1004,557,1995.407,0979-00,コノヨザル,,かくとう,ゴースト,一般,ノーマル,きあいのタスキ,やるき,ふんどのこぶし,じならし,いのちがけ,ステルスロック
1005,557,1995.407,0472-00,グライオン,,じめん,ひこう,一般,ノーマル,どくどくだま,ふゆう,はたきおとす,ステルスロック,まきびし,ちょうはつ
1006,557,1995.407,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,がんせきふうじ
1007,557,1995.407,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりスカーフ,マルチスケイル,テラバースト,げきりん,じしん,アイアンヘッド
1008,591,1983.639,0873-00,モスノウ,,こおり,むし,一般,ほのお,こだわりメガネ,,,,,
1009,591,1983.639,0475-00,エルレイド,,エスパー,かくとう,一般,ほのお,とつげきチョッキ,,,,,
1010,591,1983.639,0248-00,バンギラス,,いわ,あく,一般,ドラゴン,こだわりハチマキ,,,,,
1011,591,1983.639,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,オボンのみ,,,,,
1012,591,1983.639,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,たべのこし,,,,,
1013,591,1983.639,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ノーマル,こだわりスカーフ,,,,,
1014,592,1983.369,0815-00,エースバーン,,ほのお,,一般,ほのお,こだわりスカーフ,リベロ,かえんボール,とびひざげり,すてみタックル,とんぼがえり
1015,592,1983.369,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,たべのこし,しんがん,ブラッドムーン,だいちのちから,あくび,つきのひかり
1016,592,1983.369,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,カゴのみ,ふゆう,あくのはどう,ラスターカノン,わるだくみ,ねむる
1017,592,1983.369,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,とつげきチョッキ,やるき,ドレインパンチ,ふんどのこぶし,とんぼがえり,いのちがけ
1018,592,1983.369,0462-00,ジバコイル,,でんき,はがね,一般,みず,こだわりメガネ,アナライズ,10まんボルト,ラスターカノン,テラバースト,ボルトチェンジ
1019,592,1983.369,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,みず,おんみつマント,ばけのかわ,じゃれつく,かげうち,のろい,トリックルーム
1020,639,1971.141,0450-00,カバルドン,,じめん,,一般,くさ,オボンのみ,すなおこし,じしん,ステルスロック,あくび,ほえる
1021,639,1971.141,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,こおり,こだわりメガネ,ゆきふらし,ふぶき,ムーンフォース,あくのはどう,フリーズドライ
1022,639,1971.141,0923-00,パーモット,,でんき,かくとう,一般,でんき,とつげきチョッキ,ちくでん,でんこうそうげき,インファイト,ほっぺすりすり,いかりのまえば
1023,639,1971.141,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,きあいのタスキ,ふゆう,りゅうせいぐん,あくのはどう,ステルスロック,ちょうはつ
1024,639,1971.141,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,たべのこし,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,みがわり
1025,639,1971.141,0908-00,マスカーニャ,,くさ,あく,一般,はがね,こだわりスカーフ,へんげんじざい,トリックフラワー,はたきおとす,じゃれつく,とんぼがえり
1026,660,1967.33,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ,,,,,
1027,660,1967.33,0212-00,ハッサム,,むし,はがね,一般,ひこう,オボンのみ,,,,,
1028,660,1967.33,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ほのお,ものしりメガネ,,,,,
1029,660,1967.33,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,,,,,
1030,660,1967.33,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,きあいのタスキ,,,,,
1031,660,1967.33,0143-00,カビゴン,,ノーマル,,一般,フェアリー,フィラのみ,,,,,
1032,670,1964.333,0923-00,パーモット,,でんき,かくとう,一般,でんき,きあいのタスキ,ちくでん,でんこうそうげき,インファイト,ほっぺすりすり,アンコール
1033,670,1964.333,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,ひかりのこな,てきおうりょく,ウェーブタックル,おはかまいり,アクアジェット,みがわり
1034,670,1964.333,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,でんきだま,やるき,ふんどのこぶし,なげつける,いのちがけ,ステルスロック
1035,670,1964.333,0823-00,アーマーガア,,ひこう,はがね,一般,あく,おんみつマント,プレッシャー,つけあがる,ビルドアップ,ちょうはつ,はねやすめ
1036,670,1964.333,0901-00,ガチグマ,,じめん,ノーマル,一般,ノーマル,かえんだま,こんじょう,からげんき,じしん,くさわけ,ドレインパンチ
1037,670,1964.333,0956-00,クエスパトラ,,エスパー,,一般,ノーマル,オボンのみ,かそく,アシストパワー,めいそう,みがわり,バトンタッチ
1038,676,1963.142,0594-00,ママンボウ,,みず,,一般,フェアリー,とつげきチョッキ,,,,,
1039,676,1963.142,0861-00,オーロンゲ,,あく,フェアリー,一般,はがね,たべのこし,,,,,
1040,676,1963.142,0903-00,オオニューラ,,かくとう,どく,一般,ステラ,きあいのタスキ,,,,,
1041,676,1963.142,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,おんみつマント,,,,,
1042,676,1963.142,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,オボンのみ,,,,,
1043,676,1963.142,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,こだわりハチマキ,,,,,
1044,684,1961.631,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,じわれ,ゆきなだれ,ねごと,ねむる
1045,684,1961.631,0242-00,ハピナス,,ノーマル,,一般,どく,どくバリ,しぜんかいふく,アシストパワー,なげつける,めいそう,タマゴうみ
1046,684,1961.631,0227-00,エアームド,,はがね,ひこう,一般,かくとう,ゴツゴツメット,がんじょう,ボディプレス,てっぺき,ステルスロック,はねやすめ
1047,684,1961.631,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,おうごんのからだ,シャドーボール,ゴールドラッシュ,トリック,じこさいせい
1048,684,1961.631,0036-00,ピクシー,,フェアリー,,一般,ひこう,いのちのたま,マジックガード,ムーンフォース,かえんほうしゃ,アンコール,つきのひかり
1049,684,1961.631,0350-00,ミロカロス,,みず,,一般,くさ,おんみつマント,ふしぎなうろこ,ねっとう,みわくのボイス,くろいきり,じこさいせい
1050,692,1960.917,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,マルチスケイル,じしん,しんそく,りゅうのまい,アンコール
1051,692,1960.917,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,おんみつマント,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,じこさいせい
1052,692,1960.917,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
1053,692,1960.917,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,がんじょう,りゅうせいぐん,エレクトロビーム,がんせきふうじ,ミラーコート
1054,692,1960.917,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,シャドークロー,かげうち,つるぎのまい
1055,692,1960.917,0908-00,マスカーニャ,,くさ,あく,一般,フェアリー,たべのこし,しんりょく,トリックフラワー,はたきおとす,やどりぎのタネ,みがわり
1056,693,1960.591,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,あつぞこブーツ,マルチスケイル,じしん,アイススピナー,はねやすめ,ほのおのうず
1057,693,1960.591,0934-00,キョジオーン,,いわ,,一般,みず,たべのこし,きよめのしお,しおづけ,まもる,じこさいせい,ステルスロック
1058,693,1960.591,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,まもる,はたきおとす,みがわり,ちょうはつ
1059,693,1960.591,0911-00,ラウドボーン,,ほのお,ゴースト,一般,ほのお,こだわりメガネ,てんねん,フレアソング,オーバーヒート,シャドーボール,ブラストバーン
1060,693,1960.591,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,おうごんのからだ,たたりめ,きあいだま,でんじは,じこさいせい
1061,693,1960.591,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,オボンのみ,へんげんじざい,どくびし,はたきおとす,けたぐり,やどりぎのタネ
1062,694,1960.447,0748-00,ドヒドイデ,,どく,みず,一般,はがね,もちものなし,さいせいりょく,アフロブレイク,どくどく,どくびし,じこさいせい
1063,694,1960.447,0113-00,ラッキー,,ノーマル,,一般,あく,しんかのきせき,しぜんかいふく,ちきゅうなげ,ステルスロック,めいそう,タマゴうみ
1064,694,1960.447,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,じわれ,まもる,ゆきなだれ,ねむる
1065,694,1960.447,0594-00,ママンボウ,,みず,,一般,フェアリー,とつげきチョッキ,さいせいりょく,ねっとう,クイックターン,みわくのボイス,ミラーコート
1066,694,1960.447,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,まもる,みがわり,じならし,どくどく
1067,694,1960.447,0199-01,ヤドキング,ガラルのすがた,どく,エスパー,一般,ノーマル,くろいヘドロ,さいせいりょく,ヘドロばくだん,サイコノイズ,トリック,さむいギャグ
1068,717,1957.935,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,おんみつマント,,,,,
1069,717,1957.935,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,ゴースト,ひかりのねんど,,,,,
1070,717,1957.935,0998-00,セグレイブ,,ドラゴン,こおり,一般,でんき,いかさまダイス,,,,,
1071,717,1957.935,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,とつげきチョッキ,,,,,
1072,717,1957.935,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,はがね,きあいのタスキ,,,,,
1073,717,1957.935,0635-00,サザンドラ,,あく,ドラゴン,一般,どく,たべのこし,,,,,
1074,734,1956.44,0196-00,エーフィ,,エスパー,,一般,あく,アッキのみ,,,,,
1075,734,1956.44,0197-00,ブラッキー,,あく,,一般,ひこう,たべのこし,,,,,
1076,734,1956.44,0959-00,デカヌチャン,,フェアリー,はがね,一般,ノーマル,きあいのタスキ,,,,,
1077,734,1956.44,0964-00,イルカマン,ナイーブフォルム,みず,,一般,かくとう,ラムのみ,,,,,
1078,734,1956.44,0474-00,ポリゴンＺ,,ノーマル,,一般,じめん,オボンのみ,,,,,
1079,734,1956.44,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,あつぞこブーツ,,,,,
1080,739,1956.213,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,でんきだま,,,,,
1081,739,1956.213,0497-00,ジャローダ,,くさ,,一般,いわ,オボンのみ,,,,,
1082,739,1956.213,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,とつげきチョッキ,,,,,
1083,739,1956.213,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,あつぞこブーツ,,,,,
1084,739,1956.213,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,こだわりメガネ,,,,,
1085,739,1956.213,0979-00,コノヨザル,,かくとう,ゴースト,一般,ゴースト,こだわりスカーフ,,,,,
1086,749,1954.912,0149-00,カイリュー,,ドラゴン,ひこう,一般,みず,アッキのみ,,,,,
1087,749,1954.912,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,,,,,
1088,749,1954.912,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,,,,,
1089,749,1954.912,0876-01,イエッサン,メスのすがた,エスパー,ノーマル,一般,じめん,きあいのタスキ,,,,,
1090,749,1954.912,0823-00,アーマーガア,,ひこう,はがね,一般,ほのお,ゴツゴツメット,,,,,
1091,749,1954.912,0908-00,マスカーニャ,,くさ,あく,一般,フェアリー,くろいヘドロ,,,,,
1092,752,1954.682,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ゴースト,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,はどうだん,エレクトロビーム
1093,752,1954.682,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,しんがん,ハイパーボイス,ブラッドムーン,しんくうは,だいちのちから
1094,752,1954.682,0286-00,キノガッサ,,くさ,かくとう,一般,ゴースト,きあいのタスキ,テクニシャン,がんせきふうじ,マッハパンチ,タネマシンガン,じならし
1095,752,1954.682,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,イバンのみ,てきおうりょく,ウェーブタックル,おはかまいり,こらえる,アクアジェット
1096,752,1954.682,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま,ばけのかわ,じゃれつく,かげうち,シャドークロー,つるぎのまい
1097,752,1954.682,0738-00,クワガノン,,むし,でんき,一般,はがね,とつげきチョッキ,ふゆう,10まんボルト,ハサミギロチン,むしのさざめき,ラスターカノン
1098,761,1953.686,0113-00,ラッキー,,ノーマル,,一般,ゴースト,しんかのきせき,ちょすい,じしん,どくどく,くろいきり,じこさいせい
1099,761,1953.686,0242-00,ハピナス,,ノーマル,,一般,ほのお,どくバリ,しぜんかいふく,かえんほうしゃ,なげつける,めいそう,タマゴうみ
1100,761,1953.686,0197-00,ブラッキー,,あく,,一般,どく,たべのこし,てんねん,じわれ,あくび,ゆきなだれ,ねむる
1101,761,1953.686,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,はたきおとす,みがわり,ちょうはつ,まもる
1102,761,1953.686,0823-00,アーマーガア,,ひこう,はがね,一般,かくとう,ゴツゴツメット,ちょすい,じしん,どくどく,くろいきり,じこさいせい
1103,761,1953.686,0911-00,ラウドボーン,,ほのお,ゴースト,一般,フェアリー,おんみつマント,ちょすい,じしん,どくどく,くろいきり,じこさいせい
1104,763,1953.2,0730-00,アシレーヌ,,みず,フェアリー,一般,どく,ゴツゴツメット,,,,,
1105,763,1953.2,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,,,,,
1106,763,1953.2,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,こだわりスカーフ,,,,,
1107,763,1953.2,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,たべのこし,,,,,
1108,763,1953.2,0157-01,バクフーン,ヒスイのすがた,ほのお,ゴースト,一般,ほのお,こだわりメガネ,,,,,
1109,763,1953.2,0445-00,ガブリアス,,ドラゴン,じめん,一般,でんき,オボンのみ,,,,,
1110,769,1952.959,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,マルチスケイル,スケイルショット,アイアンヘッド,けたぐり,りゅうのまい
1111,769,1952.959,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
1112,769,1952.959,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,フィラのみ,じきゅうりょく,ステルスロック,ボディプレス,ドラゴンテール,ラスターカノン
1113,769,1952.959,0858-00,ブリムオン,,エスパー,フェアリー,一般,ひこう,たべのこし,マジックミラー,ドレインキッス,サイコノイズ,サイコショック,めいそう
1114,769,1952.959,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,シャドークロー,かげうち,のろい
1115,769,1952.959,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ゴースト,きあいのタスキ,てきおうりょく,おはかまいり,ウェーブタックル,アクアジェット,こうそくいどう
1116,773,1952.919,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,ヨプのみ,,,,,
1117,773,1952.919,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,フェアリー,グランドコート,,,,,
1118,773,1952.919,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,サイコシード,,,,,
1119,773,1952.919,0936-00,グレンアルマ,,ほのお,エスパー,一般,エスパー,きあいのタスキ,,,,,
1120,773,1952.919,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ほのお,いのちのたま,,,,,
1121,773,1952.919,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,,,,,
1122,809,1951.082,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,マルチスケイル,しんそく,テラバースト,げきりん,じしん
1123,809,1951.082,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,おんみつマント,おうごんのからだ,わるだくみ,じこさいせい,シャドーボール,テラバースト
1124,809,1951.082,0730-00,アシレーヌ,,みず,フェアリー,一般,ほのお,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,クイックターン,アクアジェット
1125,809,1951.082,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ほのお,いのちのたま,すりぬけ,ドラゴンアロー,とんぼがえり,テラバースト,ゴーストダイブ
1126,809,1951.082,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,だっしゅつパック,がんじょう,りゅうせいぐん,10まんボルト,ラスターカノン,あくのはどう
1127,809,1951.082,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,オボンのみ,さめはだ,スケイルショット,じしん,アイアンヘッド,つるぎのまい
1128,820,1950.278,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,,,,,
1129,820,1950.278,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,,,,,
1130,820,1950.278,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,,,,,
1131,820,1950.278,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,,,,,
1132,820,1950.278,0286-00,キノガッサ,,くさ,かくとう,一般,ゴースト,きあいのタスキ,,,,,
1133,820,1950.278,0242-00,ハピナス,,ノーマル,,一般,あく,あつぞこブーツ,,,,,
1134,822,1950.19,0903-00,オオニューラ,,かくとう,どく,一般,こおり,きあいのタスキ,,,,,
1135,822,1950.19,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,こだわりスカーフ,,,,,
1136,822,1950.19,0445-00,ガブリアス,,ドラゴン,じめん,一般,でんき,いかさまダイス,,,,,
1137,822,1950.19,0426-00,フワライド,,ゴースト,ひこう,一般,はがね,サイコシード,,,,,
1138,822,1950.19,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,,,,,
1139,822,1950.19,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,こだわりメガネ,,,,,
1140,823,1950.156,0594-00,ママンボウ,,みず,,一般,どく,とつげきチョッキ,,,,,
1141,823,1950.156,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,,,,,
1142,823,1950.156,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,,,,,
1143,823,1950.156,0242-00,ハピナス,,ノーマル,,一般,あく,でんきだま,,,,,
1144,823,1950.156,0609-00,シャンデラ,,ゴースト,ほのお,一般,ほのお,こだわりスカーフ,,,,,
1145,823,1950.156,0908-00,マスカーニャ,,くさ,あく,一般,ステラ,こだわりハチマキ,,,,,
1146,838,1949.424,0184-00,マリルリ,,みず,フェアリー,一般,フェアリー,とつげきチョッキ,,,,,
1147,838,1949.424,0970-00,キラフロル,,いわ,どく,一般,こおり,こだわりメガネ,,,,,
1148,838,1949.424,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,ノーマル,きあいのタスキ,,,,,
1149,838,1949.424,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,,,,,
1150,838,1949.424,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,,,,,
1151,838,1949.424,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,たべのこし,,,,,
1152,851,1948.363,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,,,,,
1153,851,1948.363,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,,,,,
1154,851,1948.363,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,,,,,
1155,851,1948.363,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,,,,,
1156,851,1948.363,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,ラムのみ,,,,,
1157,851,1948.363,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,いのちのたま,,,,,
1158,855,1947.953,0956-00,クエスパトラ,,エスパー,,一般,ほのお,オボンのみ,かそく,ルミナコリジョン,マジカルシャイン,テラバースト,まもる
1159,855,1947.953,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,トリック,わるだくみ
1160,855,1947.953,0149-00,カイリュー,,ドラゴン,ひこう,一般,ほのお,あつぞこブーツ,マルチスケイル,しんそく,アイススピナー,ほのおのパンチ,りゅうのまい
1161,855,1947.953,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,りゅうせいぐん,エレクトロビーム,ラスターカノン,あくのはどう
1162,855,1947.953,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,くさ,いのちのたま,ばけのかわ,かげうち,じゃれつく,ウッドハンマー,のろい
1163,855,1947.953,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,ゴースト,りゅうのキバ,すりぬけ,りゅうせいぐん,シャドーボール,ドラゴンアロー,みがわり
1164,856,1947.926,0149-00,カイリュー,,ドラゴン,ひこう,一般,みず,たべのこし,,,,,
1165,856,1947.926,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,きあいのタスキ,,,,,
1166,856,1947.926,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,,,,,
1167,856,1947.926,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,こだわりハチマキ,,,,,
1168,856,1947.926,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,とつげきチョッキ,,,,,
1169,856,1947.926,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,ばんのうがさ,,,,,
1170,863,1947.507,0110-01,マタドガス,ガラルのすがた,どく,フェアリー,一般,どく,メンタルハーブ,ミストメイカー,どくびし,ミストバースト,おきみやげ,ちょうはつ
1171,863,1947.507,0426-00,フワライド,,ゴースト,ひこう,一般,あく,ミストシード,かるわざ,バトンタッチ,ちいさくなる,みがわり,ドわすれ
1172,863,1947.507,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりメガネ,おうごんのからだ,ゴールドラッシュ,シャドーボール,10まんボルト,トリック
1173,863,1947.507,0445-00,ガブリアス,,ドラゴン,じめん,一般,じめん,こだわりハチマキ,さめはだ,じしん,げきりん,アイアンヘッド,スケイルショット
1174,863,1947.507,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,ウェーブタックル,じわれ,まもる,あくび
1175,863,1947.507,0784-00,ジャラランガ,,ドラゴン,かくとう,一般,ひこう,オボンのみ,ぼうおん,スケイルショット,ドレインパンチ,みがわり,はらだいこ
1176,865,1947.203,0450-00,カバルドン,,じめん,,一般,フェアリー,メンタルハーブ,すなおこし,じしん,こおりのキバ,ふきとばし,ステルスロック
1177,865,1947.203,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,マルチスケイル,テラバースト,じしん,アンコール,りゅうのまい
1178,865,1947.203,0658-00,ゲッコウガ,,みず,あく,一般,みず,きあいのタスキ,げきりゅう,みずしゅりけん,あくのはどう,れいとうビーム,ハイドロポンプ
1179,865,1947.203,0903-00,オオニューラ,,かくとう,どく,一般,はがね,ふうせん,かるわざ,フェイタルクロー,インファイト,じごくづき,つるぎのまい
1180,865,1947.203,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
1181,865,1947.203,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,がんじょう,ラスターカノン,りゅうのはどう,エレクトロビーム,あくのはどう
1182,869,1947.029,0998-00,セグレイブ,,ドラゴン,こおり,一般,じめん,とつげきチョッキ,ねつこうかん,つららおとし,じしん,かわらわり,こおりのつぶて
1183,869,1947.029,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,がんじょう,ラスターカノン,りゅうせいぐん,エレクトロビーム,ミラーコート
1184,869,1947.029,0956-00,クエスパトラ,,エスパー,,一般,かくとう,オボンのみ,かそく,ルミナコリジョン,シャドーボール,テラバースト,まもる
