,id,form_id,name,form,alias,category,weight,height,type_1,type_2,ability_1,ability_2,ability_3,last_gen,H,A,B,C,D,S
0794-000,794,0,マッシブーン,,マッシブーン,ぼうちょうポケモン,333.6,2.4,むし,かくとう,ビーストブースト,,,8,107,139,139,53,53,79
0795-000,795,0,フェローチェ,,フェローチェ,えんびポケモン,25.0,1.8,むし,かくとう,ビーストブースト,,,8,71,137,37,137,37,151
0796-000,796,0,デンジュモク,,デンジュモク,でんしょくポケモン,100.0,3.8,でんき,,ビーストブースト,,,8,83,89,71,173,71,83
0797-000,797,0,テッカグヤ,,テッカグヤ,うちあげポケモン,999.9,9.2,はがね,ひこう,ビーストブースト,,,8,97,101,103,107,101,61
0798-000,798,0,カミツルギ,,カミツルギ,ばっとうポケモン,0.1,0.3,くさ,はがね,ビーストブースト,,,8,59,181,131,59,31,109
0799-000,799,0,アクジキング,,アクジキング,あくじきポケモン,888.0,5.5,あく,ドラゴン,ビーストブースト,,,8,223,101,53,97,53,43
0800-000,800,0,ネクロズマ,,ネクロズマ,プリズムポケモン,230.0,2.4,エスパー,,プリズムアーマー,,,9,97,107,101,127,89,79
0800-001,800,1,ネクロズマ,たそがれのたてがみ,ネクロズマ(たそがれ),プリズムポケモン,460.0,3.8,エスパー,はがね,プリズムアーマー,,,9,97,157,127,113,109,77
0800-002,800,2,ネクロズマ,あかつきのつばさ,ネクロズマ(あかつき),プリズムポケモン,350.0,4.2,エスパー,ゴースト,プリズムアーマー,,,9,97,113,109,157,127,77
0800-003,800,3,ネクロズマ,ウルトラネクロズマ,ネクロズマ(ウルトラネクロズマ),プリズムポケモン,230.0,7.5,エスパー,ドラゴン,ブレインフォース,プリズムアーマー,,9,97,107,101,127,89,79
0801-000,801,0,マギアナ,,マギアナ,じんぞうポケモン,80.5,1.0,はがね,フェアリー,ソウルハート,,,9,80,95,115,130,115,65
0802-000,802,0,マーシャドー,,マーシャドー,かげすみポケモン,22.2,0.7,かくとう,ゴースト,テクニシャン,,,8,90,125,80,90,90,125
0803-000,803,0,ベベノム,,ベベノム,どくばりポケモン,1.8,0.6,どく,,ビーストブースト,,,8,67,73,67,73,67,73
0804-000,804,0,アーゴヨン,,アーゴヨン,どくばりポケモン,150.0,3.6,どく,ドラゴン,ビーストブースト,,,8,73,73,73,127,73,121
0805-000,805,0,ツンデツンデ,,ツンデツンデ,いしがきポケモン,820.0,5.5,いわ,はがね,ビーストブースト,,,8,61,131,211,53,101,13
0806-000,806,0,ズガドーン,,ズガドーン,はなびポケモン,13.0,1.8,ほのお,ゴースト,ビーストブースト,,,8,53,127,53,151,79,107
0807-000,807,0,ゼラオラ,,ゼラオラ,じんらいポケモン,44.5,1.5,でんき,,ちくでん,,,8,88,112,75,102,80,143
0808-000,808,0,メルタン,,メルタン,ナットポケモン,8.0,0.2,はがね,,じりょく,,,8,46,65,65,55,35,34
0809-000,809,0,メルメタル,,メルメタル,ナットポケモン,800.0,2.5,はがね,,てつのこぶし,,,8,135,143,143,80,65,34
0809-999,809,999,メルメタル,キョダイマックス,メルメタル(キョダイ),ナットポケモン,9999.9,25.0,はがね,,てつのこぶし,,,8,135,143,143,80,65,34
0810-000,810,0,サルノリ,,サルノリ,こざるポケモン,5.0,0.3,くさ,,しんりょく,グラスメイカー,,9,50,65,50,40,40,65
0811-000,811,0,バチンキー,,バチンキー,ビートポケモン,14.0,0.7,くさ,,しんりょく,グラスメイカー,,9,70,85,70,55,60,80
0812-000,812,0,ゴリランダー,,ゴリランダー,ドラマーポケモン,90.0,2.1,くさ,,しんりょく,グラスメイカー,,9,100,125,90,60,70,85
0812-999,812,999,ゴリランダー,キョダイマックス,ゴリランダー(キョダイ),-,9999.9,28.0,くさ,,しんりょく,グラスメイカー,,8,100,125,90,60,70,85
0813-000,813,0,ヒバニー,,ヒバニー,うさぎポケモン,4.5,0.3,ほのお,,もうか,リベロ,,9,50,71,40,40,40,69
0814-000,814,0,ラビフット,,ラビフット,うさぎポケモン,9.0,0.6,ほのお,,もうか,リベロ,,9,65,86,60,55,60,94
0815-000,815,0,エースバーン,,エースバーン,ストライカーポケモン,33.0,1.4,ほのお,,もうか,リベロ,,9,80,116,75,65,75,119
0815-999,815,999,エースバーン,キョダイマックス,エースバーン(キョダイ),-,9999.9,27.0,ほのお,,もうか,リベロ,,8,80,116,75,65,75,119
0816-000,816,0,メッソン,,メッソン,みずとかげポケモン,4.0,0.3,みず,,げきりゅう,スナイパー,,9,50,40,40,70,40,70
0817-000,817,0,ジメレオン,,ジメレオン,みずとかげポケモン,11.5,0.7,みず,,げきりゅう,スナイパー,,9,65,60,55,95,55,90
0818-000,818,0,インテレオン,,インテレオン,エージェントポケモン,45.2,1.9,みず,,げきりゅう,スナイパー,,9,70,85,65,125,65,120
0818-999,818,999,インテレオン,キョダイマックス,インテレオン(キョダイ),-,9999.9,40.0,みず,,げきりゅう,スナイパー,,8,70,85,65,125,65,120
0819-000,819,0,ホシガリス,,ホシガリス,ほおばりポケモン,2.5,0.3,ノーマル,,ほおぶくろ,くいしんぼう,,9,70,55,55,35,35,25
0820-000,820,0,ヨクバリス,,ヨクバリス,よくばりポケモン,6.0,0.6,ノーマル,,ほおぶくろ,くいしんぼう,,9,120,95,95,55,75,20
0821-000,821,0,ココガラ,,ココガラ,ことりポケモン,1.8,0.2,ひこう,,するどいめ,きんちょうかん,はとむね,9,38,47,35,33,35,57
0822-000,822,0,アオガラス,,アオガラス,カラスポケモン,16.0,0.8,ひこう,,するどいめ,きんちょうかん,はとむね,9,68,67,55,43,55,77
0823-000,823,0,アーマーガア,,アーマーガア,カラスポケモン,75.0,2.2,ひこう,はがね,プレッシャー,きんちょうかん,ミラーアーマー,9,98,87,105,53,85,67
0823-999,823,999,アーマーガア,キョダイマックス,アーマーガア(キョダイ),-,9999.9,14.0,ひこう,はがね,プレッシャー,きんちょうかん,ミラーアーマー,8,98,87,105,53,85,67
0824-000,824,0,サッチムシ,,サッチムシ,ようちゅうポケモン,8.0,0.4,むし,,むしのしらせ,ふくがん,テレパシー,8,25,20,20,25,45,45
0825-000,825,0,レドームシ,,レドームシ,レドームポケモン,19.5,0.4,むし,エスパー,むしのしらせ,ふくがん,テレパシー,8,50,35,80,50,90,30
0826-000,826,0,イオルブ,,イオルブ,ななほしポケモン,40.8,0.4,むし,エスパー,むしのしらせ,おみとおし,テレパシー,8,60,45,110,80,120,90
0826-999,826,999,イオルブ,キョダイマックス,イオルブ(キョダイ),-,9999.9,14.0,むし,エスパー,むしのしらせ,おみとおし,テレパシー,8,60,45,110,80,120,90
0827-000,827,0,クスネ,,クスネ,きつねポケモン,8.9,0.6,あく,,にげあし,かるわざ,はりこみ,8,40,28,28,47,52,50
0828-000,828,0,フォクスライ,,フォクスライ,きつねポケモン,19.9,1.2,あく,,にげあし,かるわざ,はりこみ,8,70,58,58,87,92,90
0829-000,829,0,ヒメンカ,,ヒメンカ,はなかざりポケモン,2.2,0.4,くさ,,わたげ,さいせいりょく,ほうし,8,40,40,60,40,60,10
0830-000,830,0,ワタシラガ,,ワタシラガ,わたかざりポケモン,2.5,0.5,くさ,,わたげ,さいせいりょく,ほうし,8,60,50,90,80,120,60
0831-000,831,0,ウールー,,ウールー,ひつじポケモン,6.0,0.6,ノーマル,,もふもふ,にげあし,ぼうだん,8,42,40,55,40,45,48
0832-000,832,0,バイウールー,,バイウールー,ひつじポケモン,43.0,1.3,ノーマル,,もふもふ,ふくつのこころ,ぼうだん,8,72,80,100,60,90,88
0833-000,833,0,カムカメ,,カムカメ,くいつきポケモン,8.5,0.3,みず,,がんじょうあご,シェルアーマー,すいすい,9,50,64,50,38,38,44
0834-000,834,0,カジリガメ,,カジリガメ,かみつきポケモン,115.5,1.0,みず,いわ,がんじょうあご,シェルアーマー,すいすい,9,90,115,90,48,68,74
0834-999,834,999,カジリガメ,キョダイマックス,カジリガメ(キョダイ),-,9999.9,24.0,みず,いわ,がんじょうあご,シェルアーマー,すいすい,8,90,115,90,48,68,74
0835-000,835,0,ワンパチ,,ワンパチ,こいぬポケモン,13.5,0.3,でんき,,たまひろい,びびり,,8,59,45,50,40,50,26
0836-000,836,0,パルスワン,,パルスワン,いぬポケモン,34.0,1.0,でんき,,がんじょうあご,かちき,,8,69,90,60,90,60,121
0837-000,837,0,タンドン,,タンドン,せきたんポケモン,12.0,0.3,いわ,,じょうききかん,たいねつ,もらいび,9,30,40,50,40,50,30
0838-000,838,0,トロッゴン,,トロッゴン,せきたんポケモン,78.0,1.1,いわ,ほのお,じょうききかん,ほのおのからだ,もらいび,9,80,60,90,60,70,50
0839-000,839,0,セキタンザン,,セキタンザン,せきたんポケモン,310.5,2.8,いわ,ほのお,じょうききかん,ほのおのからだ,もらいび,9,110,80,120,80,90,30
0839-999,839,999,セキタンザン,キョダイマックス,セキタンザン(キョダイ),-,9999.9,42.0,いわ,ほのお,じょうききかん,ほのおのからだ,もらいび,8,110,80,120,80,90,30
0840-000,840,0,カジッチュ,,カジッチュ,りんごぐらしポケモン,0.5,0.2,くさ,ドラゴン,じゅくせい,くいしんぼう,ぼうだん,9,40,40,80,40,40,20
0841-000,841,0,アップリュー,,アップリュー,りんごはねポケモン,1.0,0.3,くさ,ドラゴン,じゅくせい,くいしんぼう,はりきり,9,70,110,80,95,60,70
0841-999,841,999,アップリュー,キョダイマックス,アップリュー(キョダイ),-,9999.9,24.0,くさ,ドラゴン,じゅくせい,くいしんぼう,はりきり,8,70,110,80,95,60,70
0842-000,842,0,タルップル,,タルップル,りんごじるポケモン,13.0,0.4,くさ,ドラゴン,じゅくせい,くいしんぼう,あついしぼう,9,110,85,80,100,80,30
0842-999,842,999,タルップル,キョダイマックス,タルップル(キョダイ),-,9999.9,24.0,くさ,ドラゴン,じゅくせい,くいしんぼう,あついしぼう,8,110,85,80,100,80,30
0843-000,843,0,スナヘビ,,スナヘビ,すなへびポケモン,7.6,2.2,じめん,,すなはき,だっぴ,すながくれ,9,52,57,75,35,50,46
0844-000,844,0,サダイジャ,,サダイジャ,すなへびポケモン,65.5,3.8,じめん,,すなはき,だっぴ,すながくれ,9,72,107,125,65,70,71
0844-999,844,999,サダイジャ,キョダイマックス,サダイジャ(キョダイ),-,9999.9,22.0,じめん,,すなはき,だっぴ,すながくれ,8,72,107,125,65,70,71
0845-000,845,0,ウッウ,,ウッウ,うのみポケモン,18.0,0.8,ひこう,みず,うのミサイル,,,9,70,85,55,85,95,85
0846-000,846,0,サシカマス,,サシカマス,とつげきポケモン,1.0,0.5,みず,,すいすい,スクリューおびれ,,9,41,63,40,40,30,66
0847-000,847,0,カマスジョー,,カマスジョー,くしざしポケモン,30.0,1.3,みず,,すいすい,スクリューおびれ,,9,61,123,60,60,50,136
0848-000,848,0,エレズン,,エレズン,あかごポケモン,11.0,0.4,でんき,どく,びびり,せいでんき,ぶきよう,9,40,38,35,54,35,40
0849-000,849,0,ストリンダー,ハイなすがた,ストリンダー(ハイ),パンクポケモン,40.0,1.6,でんき,どく,パンクロック,プラス,テクニシャン,9,75,98,70,114,70,75
0849-001,849,1,ストリンダー,ローなすがた,ストリンダー(ロー),パンクポケモン,40.0,1.6,でんき,どく,パンクロック,マイナス,テクニシャン,9,75,98,70,114,70,75
0849-999,849,999,ストリンダー,キョダイマックス,ストリンダー(キョダイ),-,9999.9,24.0,でんき,どく,パンクロック,プラス,,0,0,0,0,0,0,0
0850-000,850,0,ヤクデ,,ヤクデ,はつねつポケモン,1.0,0.7,ほのお,むし,もらいび,しろいけむり,ほのおのからだ,8,50,65,45,50,50,45
0851-000,851,0,マルヤクデ,,マルヤクデ,はつねつポケモン,120.0,3.0,ほのお,むし,もらいび,しろいけむり,ほのおのからだ,8,100,115,65,90,90,65
0851-999,851,999,マルヤクデ,キョダイマックス,マルヤクデ(キョダイ),-,9999.9,75.0,ほのお,むし,もらいび,しろいけむり,ほのおのからだ,8,100,115,65,90,90,65
0852-000,852,0,タタッコ,,タタッコ,だだっこポケモン,4.0,0.6,かくとう,,じゅうなん,テクニシャン,,8,50,68,60,50,50,32
0853-000,853,0,オトスパス,,オトスパス,じゅうじゅつポケモン,39.0,1.6,かくとう,,じゅうなん,テクニシャン,,8,80,118,90,70,80,42
0854-000,854,0,ヤバチャ,,ヤバチャ,こうちゃポケモン,0.2,0.1,ゴースト,,くだけるよろい,のろわれボディ,,9,40,45,45,74,54,50
0855-000,855,0,ポットデス,,ポットデス,こうちゃポケモン,0.4,0.2,ゴースト,,くだけるよろい,のろわれボディ,,9,60,65,65,134,114,70
0856-000,856,0,ミブリム,,ミブリム,おだやかポケモン,3.4,0.4,エスパー,,いやしのこころ,きけんよち,マジックミラー,9,42,30,45,56,53,39
0857-000,857,0,テブリム,,テブリム,せいしゅくポケモン,4.8,0.6,エスパー,,いやしのこころ,きけんよち,マジックミラー,9,57,40,65,86,73,49
0858-000,858,0,ブリムオン,,ブリムオン,せいじゃくポケモン,5.1,2.1,エスパー,フェアリー,いやしのこころ,きけんよち,マジックミラー,9,57,90,95,136,103,29
0858-999,858,999,ブリムオン,キョダイマックス,ブリムオン(キョダイ),-,9999.9,26.0,エスパー,フェアリー,いやしのこころ,きけんよち,マジックミラー,8,57,90,95,136,103,29
0859-000,859,0,ベロバー,,ベロバー,いじわるポケモン,5.5,0.4,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,9,45,45,30,55,40,50
0860-000,860,0,ギモー,,ギモー,しょうわるポケモン,12.5,0.8,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,9,65,60,45,75,55,70
0861-000,861,0,オーロンゲ,,オーロンゲ,ビルドアップポケモン,61.0,1.5,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,9,95,120,65,95,75,60
0861-999,861,999,オーロンゲ,キョダイマックス,オーロンゲ(キョダイ),-,9999.9,32.0,あく,フェアリー,いたずらごころ,おみとおし,わるいてぐせ,8,95,120,65,95,75,60
0862-000,862,0,タチフサグマ,,タチフサグマ,ていしポケモン,46.0,1.6,あく,ノーマル,すてみ,こんじょう,まけんき,8,93,90,101,60,81,95
0863-000,863,0,ニャイキング,,ニャイキング,バイキングポケモン,28.0,0.8,はがね,,カブトアーマー,かたいツメ,はがねのせいしん,9,70,110,100,50,60,50
0864-000,864,0,サニゴーン,,サニゴーン,さんごポケモン,0.4,1.0,ゴースト,,くだけるよろい,ほろびのボディ,,8,60,95,50,145,130,30
0865-000,865,0,ネギガナイト,,ネギガナイト,かるがもポケモン,117.0,0.8,かくとう,,ふくつのこころ,きもったま,,8,62,135,95,68,82,65
0866-000,866,0,バリコオル,,バリコオル,コメディアンポケモン,58.2,1.5,こおり,エスパー,ちどりあし,バリアフリー,アイスボディ,8,80,85,75,110,100,70
0867-000,867,0,デスバーン,,デスバーン,おんねんポケモン,66.6,1.6,じめん,ゴースト,さまようたましい,,,8,58,95,145,50,105,30
0868-000,868,0,マホミル,,マホミル,クリームポケモン,0.3,0.2,フェアリー,,スイートベール,アロマベール,,9,45,40,40,50,61,34
0869-000,869,0,マホイップ,ミルキィバニラ,マホイップ,クリームポケモン,0.5,0.3,フェアリー,,スイートベール,アロマベール,,9,65,60,75,110,121,64
0869-999,869,999,マホイップ,キョダイマックス,マホイップ(キョダイ),-,9999.9,30.0,フェアリー,,スイートベール,アロマベール,,8,65,60,75,110,121,64
0870-000,870,0,タイレーツ,,タイレーツ,じんけいポケモン,62.0,3.0,かくとう,,カブトアーマー,まけんき,,9,65,100,100,70,60,75
0871-000,871,0,バチンウニ,,バチンウニ,うにポケモン,1.0,0.3,でんき,,ひらいしん,エレキメイカー,,9,48,101,95,91,85,15
0872-000,872,0,ユキハミ,,ユキハミ,いもむしポケモン,3.8,0.3,こおり,むし,りんぷん,こおりのりんぷん,,9,30,25,35,45,30,20
0873-000,873,0,モスノウ,,モスノウ,こおりがポケモン,42.0,1.3,こおり,むし,りんぷん,こおりのりんぷん,,9,70,65,60,125,90,65
0874-000,874,0,イシヘンジン,,イシヘンジン,きょせきポケモン,520.0,2.5,いわ,,パワースポット,,,9,100,125,135,20,20,70
0875-000,875,0,コオリッポ,アイスフェイス,コオリッポ(アイス),ペンギンポケモン,89.0,1.4,こおり,,アイスフェイス,,,9,75,80,110,65,90,50
0875-001,875,1,コオリッポ,ナイスフェイス,コオリッポ(ナイス),ペンギンポケモン,89.0,1.4,こおり,,アイスフェイス,,,9,75,80,70,65,50,130
0876-000,876,0,イエッサン,オスのすがた,イエッサン(オス),かんじょうポケモン,28.0,0.9,エスパー,ノーマル,せいしんりょく,シンクロ,サイコメイカー,9,60,65,55,105,95,95
0876-001,876,1,イエッサン,メスのすがた,イエッサン(メス),かんじょうポケモン,28.0,0.9,エスパー,ノーマル,マイペース,シンクロ,サイコメイカー,9,70,55,65,95,105,85
0877-000,877,0,モルペコ,まんぷくもよう,モルペコ,にめんポケモン,3.0,0.3,でんき,あく,はらぺこスイッチ,,,9,58,95,58,70,58,97
0878-000,878,0,ゾウドウ,,ゾウドウ,どうぞうポケモン,100.0,1.2,はがね,,ちからずく,ヘヴィメタル,,9,72,80,49,40,49,40
0879-000,879,0,ダイオウドウ,,ダイオウドウ,どうぞうポケモン,650.0,3.0,はがね,,ちからずく,ヘヴィメタル,,9,122,130,69,80,69,30
0879-999,879,999,ダイオウドウ,キョダイマックス,ダイオウドウ(キョダイ),-,9999.9,23.0,はがね,,ちからずく,ヘヴィメタル,,8,122,130,69,80,69,30
0880-000,880,0,パッチラゴン,,パッチラゴン,かせきポケモン,190.0,1.8,でんき,ドラゴン,ちくでん,はりきり,すなかき,8,90,100,90,80,70,75
0881-000,881,0,パッチルドン,,パッチルドン,かせきポケモン,150.0,2.3,でんき,こおり,ちくでん,せいでんき,ゆきかき,8,90,100,90,90,80,55
0882-000,882,0,ウオノラゴン,,ウオノラゴン,かせきポケモン,215.0,2.3,みず,ドラゴン,ちょすい,がんじょうあご,すなかき,8,90,90,100,70,80,75
0883-000,883,0,ウオチルドン,,ウオチルドン,かせきポケモン,175.0,2.0,みず,こおり,ちょすい,アイスボディ,ゆきかき,8,90,90,100,80,90,55
0884-000,884,0,ジュラルドン,,ジュラルドン,ごうきんポケモン,40.0,1.8,はがね,ドラゴン,ライトメタル,ヘヴィメタル,すじがねいり,9,70,95,115,120,50,85
0884-999,884,999,ジュラルドン,キョダイマックス,ジュラルドン(キョダイ),-,9999.9,43.0,はがね,ドラゴン,ライトメタル,ヘヴィメタル,すじがねいり,8,70,95,115,120,50,85
0885-000,885,0,ドラメシヤ,,ドラメシヤ,うらめしポケモン,2.0,0.5,ドラゴン,ゴースト,クリアボディ,すりぬけ,のろわれボディ,9,28,60,30,40,30,82
0886-000,886,0,ドロンチ,,ドロンチ,せわやくポケモン,11.0,1.4,ドラゴン,ゴースト,クリアボディ,すりぬけ,のろわれボディ,9,68,80,50,60,50,102
0887-000,887,0,ドラパルト,,ドラパルト,ステルスポケモン,50.0,3.0,ドラゴン,ゴースト,クリアボディ,すりぬけ,のろわれボディ,9,88,120,75,100,75,142
0888-000,888,0,ザシアン,れきせんのゆうしゃ,ザシアン(れきせん),つわものポケモン,110.0,2.8,フェアリー,,ふとうのけん,,,9,92,120,115,80,115,138
0888-001,888,1,ザシアン,けんのおう,ザシアン(けんのおう),つわものポケモン,355.0,2.8,フェアリー,はがね,ふとうのけん,,,9,92,150,115,80,115,148
0889-000,889,0,ザマゼンタ,れきせんのゆうしゃ,ザマゼンタ(れきせん),つわものポケモン,210.0,2.9,かくとう,,ふくつのたて,,,9,92,120,115,80,115,138
0889-001,889,1,ザマゼンタ,たてのおう,ザマゼンタ(たてのおう),つわものポケモン,785.0,2.9,かくとう,はがね,ふくつのたて,,,9,92,120,140,80,140,128
0890-000,890,0,ムゲンダイナ,,ムゲンダイナ,キョダイポケモン,950.0,20.0,どく,ドラゴン,プレッシャー,,,9,140,85,95,145,95,130
0891-000,891,0,ダクマ,,ダクマ,けんぽうポケモン,12.0,0.6,かくとう,,せいしんりょく,,,9,60,90,60,53,50,72
0892-000,892,0,ウーラオス,いちげきのかた,ウーラオス(いちげき),けんぽうポケモン,105.0,1.9,かくとう,あく,ふかしのこぶし,,,9,100,130,100,63,60,97
0892-001,892,1,ウーラオス,れんげきのかた,ウーラオス(れんげき),けんぽうポケモン,105.0,1.9,かくとう,みず,ふかしのこぶし,,,9,100,130,100,63,60,97
0892-999,892,999,ウーラオス,キョダイマックス,ウーラオス(キョダイ),-,9999.9,29.0,かくとう,あく,ふかしのこぶし,,,0,0,0,0,0,0,0
0893-000,893,0,ザルード,,ザルード,わるざるポケモン,70.0,1.8,あく,くさ,リーフガード,,,9,105,120,105,70,95,105
0894-000,894,0,レジエレキ,,レジエレキ,エレクトロンポケモン,145.0,1.2,でんき,,トランジスタ,,,9,80,100,50,100,50,200
0895-000,895,0,レジドラゴ,,レジドラゴ,りゅうぎょくポケモン,200.0,2.1,ドラゴン,,りゅうのあぎと,,,9,200,100,50,100,50,80
0896-000,896,0,ブリザポス,,ブリザポス,あばれうまポケモン,800.0,2.2,こおり,,しろのいななき,,,9,100,145,130,65,110,30
0897-000,897,0,レイスポス,,レイスポス,しゅんばポケモン,44.5,2.0,ゴースト,,くろのいななき,,,9,100,65,60,145,80,130
0898-000,898,0,バドレックス,,バドレックス,キングポケモン,7.7,1.1,エスパー,くさ,きんちょうかん,,,9,100,80,80,80,80,80
0898-001,898,1,バドレックス,はくばじょうのすがた,バドレックス(はくば),エンペラーポケモン,809.1,2.4,エスパー,こおり,じんばいったい,きんちょうかん,,9,100,165,150,85,130,50
0898-002,898,2,バドレックス,こくばじょうのすがた,バドレックス(こくば),エンペラーポケモン,53.6,2.4,エスパー,ゴースト,じんばいったい,きんちょうかん,,9,100,85,80,165,100,150
0899-000,899,0,アヤシシ,,アヤシシ,おおツノポケモン,95.1,1.8,ノーマル,エスパー,いかく,おみとおし,そうしょく,9,103,105,72,105,75,65
0900-000,900,0,バサギリ,,バサギリ,まさかりポケモン,89.0,1.8,むし,いわ,むしのしらせ,ちからずく,きれあじ,9,70,135,95,45,70,85
0901-000,901,0,ガチグマ,,ガチグマ,でいたんポケモン,290.0,2.4,じめん,ノーマル,こんじょう,ぼうだん,きんちょうかん,9,130,140,105,45,80,50
0901-001,901,1,ガチグマ,アカツキ,ガチグマ(アカツキ),でいたんポケモン,333.0,2.7,じめん,ノーマル,しんがん,,,9,113,70,120,135,65,52
0902-000,902,0,イダイトウ,オスのすがた,イダイトウ(オス),おおうおポケモン,110.0,3.0,みず,ゴースト,すいすい,てきおうりょく,かたやぶり,9,120,112,65,80,75,78
0902-001,902,1,イダイトウ,メスのすがた,イダイトウ(メス),おおうおポケモン,110.0,3.0,みず,ゴースト,すいすい,てきおうりょく,かたやぶり,9,120,92,65,100,75,78
0903-000,903,0,オオニューラ,,オオニューラ,クライミングポケモン,43.0,1.3,かくとう,どく,プレッシャー,かるわざ,どくしゅ,9,80,130,60,40,80,120
0904-000,904,0,ハリーマン,,ハリーマン,けんざんポケモン,60.5,2.5,あく,どく,どくのトゲ,すいすい,いかく,9,85,115,95,65,65,85
0905-000,905,0,ラブトロス,けしんフォルム,ラブトロス(けしん),あいぞうポケモン,48.0,1.6,フェアリー,ひこう,メロメロボディ,あまのじゃく,,9,74,115,70,135,80,106
0905-001,905,1,ラブトロス,れいじゅうフォルム,ラブトロス(れいじゅう),あいぞうポケモン,48.0,1.6,フェアリー,ひこう,ぼうじん,,,9,74,115,110,135,100,46
0906-000,906,0,ニャオハ,,ニャオハ,くさねこポケモン,4.1,0.4,くさ,,しんりょく,へんげんじざい,,9,40,61,54,45,45,65
0907-000,907,0,ニャローテ,,ニャローテ,くさねこポケモン,12.2,0.9,くさ,,しんりょく,へんげんじざい,,9,61,80,63,60,63,83
0908-000,908,0,マスカーニャ,,マスカーニャ,マジシャンポケモン,31.2,1.5,くさ,あく,しんりょく,へんげんじざい,,9,76,110,70,81,70,123
0909-000,909,0,ホゲータ,,ホゲータ,ほのおワニポケモン,9.8,0.4,ほのお,,もうか,てんねん,,9,67,45,59,63,40,36
0910-000,910,0,アチゲータ,,アチゲータ,ほのおワニポケモン,30.7,1.0,ほのお,,もうか,てんねん,,9,81,55,78,90,58,49
0911-000,911,0,ラウドボーン,,ラウドボーン,シンガーポケモン,326.5,1.6,ほのお,ゴースト,もうか,てんねん,,9,104,75,100,110,75,66
0912-000,912,0,クワッス,,クワッス,こがもポケモン,6.1,0.5,みず,,げきりゅう,じしんかじょう,,9,55,65,45,50,45,50
0913-000,913,0,ウェルカモ,,ウェルカモ,レッスンポケモン,21.5,1.2,みず,,げきりゅう,じしんかじょう,,9,70,85,65,65,60,65
0914-000,914,0,ウェーニバル,,ウェーニバル,ダンサーポケモン,61.9,1.8,みず,かくとう,げきりゅう,じしんかじょう,,9,85,120,80,85,75,85
0915-000,915,0,グルトン,,グルトン,ぶたポケモン,10.2,0.5,ノーマル,,アロマベール,くいしんぼう,あついしぼう,9,54,45,40,35,45,35
0916-000,916,0,パフュートン,オスのすがた,パフュートン(オス),ぶたポケモン,120.0,1.0,ノーマル,,とれないにおい,くいしんぼう,あついしぼう,9,110,100,75,59,80,65
0916-001,916,1,パフュートン,メスのすがた,パフュートン(メス),ぶたポケモン,120.0,1.0,ノーマル,,アロマベール,くいしんぼう,あついしぼう,9,115,90,70,59,90,65
0917-000,917,0,タマンチュラ,,タマンチュラ,いとだまポケモン,4.0,0.3,むし,,ふみん,はりこみ,,9,35,41,45,29,40,20
0918-000,918,0,ワナイダー,,ワナイダー,トラップポケモン,16.5,1.0,むし,,ふみん,はりこみ,,9,60,79,92,52,86,35
0919-000,919,0,マメバッタ,,マメバッタ,バッタポケモン,1.0,0.2,むし,,むしのしらせ,いろめがね,,9,33,46,40,21,25,45
0920-000,920,0,エクスレッグ,,エクスレッグ,バッタポケモン,17.5,1.0,むし,あく,むしのしらせ,いろめがね,,9,71,102,78,52,55,92
0921-000,921,0,パモ,,パモ,ねずみポケモン,2.5,0.3,でんき,,せいでんき,しぜんかいふく,てつのこぶし,9,45,50,20,40,25,60
0922-000,922,0,パモット,,パモット,ねずみポケモン,6.5,0.4,でんき,かくとう,ちくでん,しぜんかいふく,てつのこぶし,9,60,75,40,50,40,85
0923-000,923,0,パーモット,,パーモット,てあてポケモン,41.0,0.9,でんき,かくとう,ちくでん,しぜんかいふく,てつのこぶし,9,70,115,70,70,60,105
0924-000,924,0,ワッカネズミ,,ワッカネズミ,カップルポケモン,1.8,0.3,ノーマル,,にげあし,ものひろい,マイペース,9,50,50,45,40,45,75
0925-000,925,0,イッカネズミ,,イッカネズミ,ファミリーポケモン,2.3,0.3,ノーマル,,フレンドガード,ほおぶくろ,テクニシャン,9,74,75,70,65,75,111
0926-000,926,0,パピモッチ,,パピモッチ,こいぬポケモン,10.9,0.3,フェアリー,,マイペース,ぶきよう,,9,37,55,70,30,55,65
0927-000,927,0,バウッツェル,,バウッツェル,いぬポケモン,14.9,0.5,フェアリー,,こんがりボディ,アロマベール,,9,57,80,115,50,80,95
0928-000,928,0,ミニーブ,,ミニーブ,オリーブポケモン,6.5,0.3,くさ,ノーマル,はやおき,しゅうかく,,9,41,35,45,58,51,30
0929-000,929,0,オリーニョ,,オリーニョ,オリーブポケモン,11.9,0.6,くさ,ノーマル,はやおき,しゅうかく,,9,52,53,60,78,78,33
0930-000,930,0,オリーヴァ,,オリーヴァ,オリーブポケモン,48.2,1.4,くさ,ノーマル,こぼれダネ,しゅうかく,,9,78,69,90,125,109,39
0931-000,931,0,イキリンコ,グリーンフェザー,イキリンコ(グリーン),インコポケモン,2.4,0.6,ノーマル,ひこう,いかく,はりきり,こんじょう,9,82,96,51,45,51,92
